paper_id,condition,finding_idx,severity,gt_match,finding_text
C10,graduated_dissent,2,MAJOR-REVISION,False,Variant classification likely mis-specified: only 389/1183 cases were sequenced as Omicron; the remaining 794 were analyzed as 'non-Omicron strains' without clear evidence of genotyping or valid class
C10,graduated_dissent,3,MAJOR-REVISION,False,"Severe confounding in Omicron vs. non-Omicron comparison due to temporal/period effects, vaccination status, treatment protocols, demographics, and admission criteria differences between epidemic wave"
C10,graduated_dissent,4,MAJOR-REVISION,False,"Multivariate logistic regression for liver function progression is severely overfit: only 34 events with multiple predictors, yielding unstable and likely exaggerated odds ratios (e.g., OR=12.63 for n"
C10,graduated_dissent,5,MAJOR-REVISION,False,"Post-admission treatments (glucocorticoids, ulinastatin) modeled as predictors of liver function worsening without temporal ordering, creating reverse causation and confounding by indication."
C10,graduated_dissent,6,MAJOR-REVISION,False,"Inappropriate use of parametric statistics (mean±SD, likely t-tests) for highly skewed biomarkers, particularly D-dimer (0.31±0.75, SD > 2× mean), which may produce spurious significant results (P=0.0"
C10,graduated_dissent,7,MAJOR-REVISION,False,"Incomplete reporting of logistic regression: missing confidence intervals for odds ratios, unclear variable selection procedure, and model labeled as 'logistic linear regression.'"
C10,graduated_dissent,8,MAJOR-REVISION,False,"Progression outcome defined only by ALT increase (>2× baseline and above ULN) but discussed broadly as 'liver function worsening,' missing cholestatic or bilirubin-based injury patterns."
C10,graduated_dissent,9,MAJOR-REVISION,False,"Baseline liver disease and steatosis insufficiently characterized despite BMI, CT liver hypodensity, and HBsAg positivity being noted, representing important unmeasured confounding."
C10,graduated_dissent,10,MINOR,False,"Multiple unadjusted hypothesis testing across many laboratory variables and subgroup comparisons, with several borderline P-values interpreted as significant."
C10,graduated_dissent,11,MINOR,False,"Ambiguous outcome definition for 'worsening liver function' that combines 26 patients with normal baseline ALT and 8 with abnormal baseline ALT, potentially mixing distinct pathophysiological processe"
C10,graduated_dissent,12,MINOR,False,"Single-center study of imported, mostly mild cases (only 1 severe) making broad claims about COVID-19 and Omicron-related liver injury."
C10,graduated_dissent,13,MINOR,False,Claim that liver function progression prolonged hospitalization is based on observational comparison without accounting for confounding by severity or management decisions.
C10,graduated_dissent,14,MAJOR-REVISION,False,"Possible immortal-time/time-window bias and differential outcome ascertainment: patients with longer stays and more repeated labs had more opportunity to meet the ALT-based worsening definition, mecha"
C11,graduated_dissent,1,MAJOR-REVISION,False,"Inappropriate use of negative binomial regression for a zero-inflated, bounded AL count outcome (0–9 theoretical, 0–7 observed) with 43.3% zeros and 73.7% at 0–1, without model diagnostics, goodness-o"
C11,graduated_dissent,2,MAJOR-REVISION,False,"Inclusion of BMI as a component of the allostatic load score creates a partially tautological relationship with physical activity exposures, potentially inflating or distorting domain-specific PA–AL a"
C11,graduated_dissent,3,MAJOR-REVISION,False,"The headline finding (vigorous OPA positively associated with AL in young females aged 20–44) emerges from extensive subgroup analyses across sex, age, and race/ethnicity without adjustment for multip"
C11,graduated_dissent,4,MAJOR-REVISION,False,"Sensitivity analyses controlling for pre-existing cardiometabolic diseases (obesity, hypertension, dyslipidemia, diabetes, CVD) are conceptually invalid because these conditions overlap with or are do"
C11,graduated_dissent,5,MAJOR-REVISION,False,"Critical unmeasured work-related confounders (occupation type/industry, job grade, shift work, physical load characteristics, psychosocial job strain, workplace exposures) are absent despite the study"
C11,graduated_dissent,6,MAJOR-REVISION,False,"The manuscript draws causal/interventional recommendations ('reduce vigorous OPA,' 'promote vigorous LTPA,' 'needed to reduce AL') from cross-sectional NHANES data where temporality and reverse causat"
C11,graduated_dissent,7,MAJOR-REVISION,False,"Self-reported GPAQ work activity may substantially misclassify actual occupational physical exertion, and NHANES work PA questions may include household/yard work, undermining the domain-specific inte"
C11,graduated_dissent,8,MAJOR-REVISION,False,Complete-case analysis with a restricted fasting subsample and limited assessment of whether exclusions induced selection bias; missing-category sensitivity analysis is not a strong remedy.
C11,graduated_dissent,9,MAJOR-REVISION,False,The conclusion that findings 'support the PA paradox' overstates the evidence given null overall OPA associations and dependence on a single subgroup-specific positive association.
C11,graduated_dissent,10,MINOR,False,"AL score range reported as 0–7 despite nominal 0–9 range, without explanation of why values 8–9 are absent."
C11,graduated_dissent,11,MINOR,False,Dichotomization of OPA and LTPA at guideline thresholds discards information and may induce residual confounding within categories.
C11,graduated_dissent,12,MINOR,False,Mutual adjustment of OPA and LTPA (moderate and vigorous) without reporting collinearity diagnostics or clarifying interpretation of mutually adjusted coefficients.
C11,graduated_dissent,13,MINOR,False,Reported r = 0.99 correlation between AL scores computed with WBC versus hsCRP is surprisingly high and inadequately explained.
C11,graduated_dissent,14,MINOR,False,"Potential issues with survey weight specification (correct fasting subsample weights, pooling across NHANES cycles, variance estimation with strata/PSU) not verifiable from the manuscript."
C11,graduated_dissent,15,MINOR,False,"No component-level or leave-one-biomarker-out analyses to determine which AL components drive the observed associations, limiting mechanistic interpretation."
C19,graduated_dissent,1,MAJOR-REVISION,False,"The review presents the authors' own work as overturning the prior consensus that AgRP neurons are essential for baseline feeding, framing this as a settled conclusion rather than an ongoing controver"
C19,graduated_dissent,2,MAJOR-REVISION,False,The review applies asymmetric standards of methodological critique: it emphasizes potential nonspecific toxicity and off-target effects in prior DT-ablation studies while not applying comparable scrut
C19,graduated_dissent,3,MAJOR-REVISION,False,"Internal inconsistency: the review states 'AgRP-expressing cells exist only in the ARC' but elsewhere (and in figure legends) acknowledges AgRP expression in the area postrema, pituitary gland, and ad"
C19,graduated_dissent,4,MAJOR-REVISION,False,"The review conflates evidence from fundamentally different experimental paradigms (acute peptide administration, optogenetic/chemogenetic activation, chronic genetic perturbation, developmental vs. ad"
C19,graduated_dissent,5,MAJOR-REVISION,False,"Selective citation pattern: the review highlights studies supporting its narrative (e.g., Kir2.1 inhibition showing no feeding effect) while omitting or underemphasizing studies using other inhibition"
C19,graduated_dissent,6,MINOR,False,"No review methodology is described (no search strategy, inclusion/exclusion criteria, databases, or approach to weighing conflicting evidence)."
C19,graduated_dissent,7,MINOR,False,"The review uses stronger-than-warranted causal language (e.g., 'These findings confirm that AgRP neurons are key neurons' and 'AgRP neurons exert minimal influence on baseline feeding') despite explic"
C19,graduated_dissent,8,MINOR,False,"Broad translational claims (e.g., presenting AgRP-neuron genes as 'promising therapeutic targets') are insufficiently supported by the preclinical evidence discussed."
C19,graduated_dissent,9,MINOR,False,The review does not label itself as a non-systematic narrative review or discuss the inherent limitations of that format.
C24,graduated_dissent,1,MAJOR-REVISION,False,"The review treats the lipid raft framework as broadly established fact, despite longstanding controversy over raft definition, detectability, composition, size, and physiological persistence. The manu"
C24,graduated_dissent,2,MAJOR-REVISION,False,"Claims regarding dietary bioactives (MADs) as membrane-targeted chemopreventive agents are overstated relative to the evidence, which mixes in vitro work, animal studies, surrogate-endpoint clinical t"
C24,graduated_dissent,3,MINOR,False,"Specific factual/annotation errors in pathway descriptions: Fig. 1C states nutrient deprivation upregulates mTOR and AKT to trigger autophagosome formation (canonically, nutrient deprivation suppresse"
C24,graduated_dissent,4,MINOR,False,"The review conflates membrane order/rigidity, raft abundance, nanoclustering, and signaling output as uniformly aligned properties, whereas these relationships are context-dependent and can differ by "
C24,graduated_dissent,5,MINOR,False,"The review repeatedly infers causality from correlative observations in cancer cells (e.g., elevated cholesterol, increased membrane rigidity, altered clustering) without clearly distinguishing driver"
C24,graduated_dissent,6,MINOR,False,"Insufficient discussion of the non-specificity and pleiotropic effects of pharmacological membrane perturbation tools (cyclodextrins, filipin, statins, etc.) used in the cited literature to interrogat"
C24,graduated_dissent,7,MINOR,False,"Detergent-resistant membranes (DRMs) are discussed without sufficiently separating DRM behavior from native raft existence, a central methodological caveat in the field."
C24,graduated_dissent,8,MINOR,False,"The review combines evidence from synthetic membranes, GPMVs, cultured cells, animal models, and human studies without consistently distinguishing what can and cannot be inferred across those levels o"
C24,graduated_dissent,9,MINOR,False,"Clinical trial observations involving surrogate endpoints (aberrant crypt foci, polyp burden) are cited as support for claims of reduced cancer risk, without adequately distinguishing surrogate endpoi"
C24,graduated_dissent,10,MINOR,False,"Absence of systematic review methodology, search strategy, or evidence grading for a review that makes strong causal and translational conclusions."
C24,graduated_dissent,11,MINOR,False,"Loose terminology and outdated nomenclature (e.g., 'peripheral benzodiazepine receptor' vs. TSPO, conflation of fluidity/order/rigidity)."
C24,graduated_dissent,12,MINOR,False,"Some quantitative statements presented without appropriate context or qualification (e.g., '90% of cholesterol in PM', cancer cells 'typically' having higher cholesterol)."
C24,graduated_dissent,13,MINOR,False,Broad public-health and funding-policy assertions in the summary not directly tied to the evidentiary standards of the review.
C25,graduated_dissent,1,MAJOR-REVISION,False,"Cognition outcome is based on age/sex/education-normed Z-scores, yet regression models additionally adjust for age, sex, and education, creating analytical redundancy/overadjustment that distorts all "
C25,graduated_dissent,2,MAJOR-REVISION,False,"Mediation analyses are invalid for causal interpretation because depression (exposure) and proposed mediators (HbA1c, physical inactivity, cerebrovascular disease) are all measured at the same baselin"
C25,graduated_dissent,3,MAJOR-REVISION,False,"Use of outdated Baron & Kenny/Sobel test mediation framework without addressing assumptions of no unmeasured mediator-outcome confounding and no exposure-mediator interaction, combined with causal lan"
C25,graduated_dissent,4,MAJOR-REVISION,False,"Primary longitudinal outcome modeled as simple change scores (follow-up Z minus baseline Z) without clear adjustment for baseline cognition, creating vulnerability to regression to the mean and measur"
C25,graduated_dissent,5,MAJOR-REVISION,False,Reverse causality not adequately addressed: late-life depression may be prodromal to neurodegenerative disease rather than a cause of decline. Baseline cognitive impairment short of diagnosed dementia
C25,graduated_dissent,6,MAJOR-REVISION,False,"Variable coding/definition for sensory impairment appears internally inconsistent and likely reversed: visual impairment defined as '<0.3 logMAR' and hearing impairment as '<26 dB', when standard clin"
C25,graduated_dissent,7,MAJOR-REVISION,False,"Substantial selection bias: analytic sample reduced to 14,014 from the comprehensive cohort by requiring objective measures and complete neuropsychological testing, with no comparison of included vs e"
C25,graduated_dissent,8,MAJOR-REVISION,False,"Significance-driven/blockwise variable selection strategy rather than pre-specified causal model, increasing risk of omitted-confounder bias, collider adjustment, and unstable inferences about which f"
C25,graduated_dissent,9,MAJOR-REVISION,False,"Inconsistent handling of hypertension and diabetes constructs: hypertension represented by measured BP while diabetes represented by HbA1c, with diagnosis variables still emphasized descriptively. Con"
C25,graduated_dissent,10,MINOR,False,"No account taken of CLSA complex survey design, including sampling weights, site clustering, and stratification."
C25,graduated_dissent,11,MAJOR-REVISION,False,"Attrition/informative dropout not addressed analytically: no inverse-probability weighting, multiple imputation, or attrition analysis reported despite longitudinal design in an aging cohort."
C25,graduated_dissent,12,MINOR,False,"Interpretation of coefficient attenuation in nested regression models as evidence of mediation, when attenuation can arise from confounding control, scaling artifacts, measurement error, or collineari"
C25,graduated_dissent,13,MINOR,False,"Multiple testing across many bivariate analyses, multivariable models, and mediation tests without consistent correction beyond a Bonferroni note in Table 2."
C25,graduated_dissent,14,MINOR,False,"Dichotomization of continuous variables (depression, physical activity) loses information and can bias mediation estimates."
C25,graduated_dissent,15,MINOR,False,"Residual confounding from unmeasured variables including antidepressant use/severity, ApoE genotype, diet, loneliness, sleep disorder diagnosis, and baseline psychiatric comorbidity."
C25,graduated_dissent,16,MINOR,False,Clinical recommendations that modifiable factors should be targeted because they 'partially explain' the depression-cognition link are stronger than the observational evidence supports.
HN02,graduated_dissent,1,MAJOR-REVISION,False,"General-population seroprevalence is inferred from convenience samples of residual clinical sera from healthcare-engaged individuals, with no correction for selection on healthcare use, comorbidity, c"
HN02,graduated_dissent,2,MAJOR-REVISION,False,"Data from two laboratories with different specimen streams, collection protocols, and catchment populations are pooled into single site estimates, despite a statistically significant and substantively"
HN02,graduated_dissent,3,MAJOR-REVISION,False,"Geographic origin was unknown for Lab B specimens in New York and Washington; the authors assumed a geographic distribution similar to Lab A, an assumption unsupported by evidence and contradicted by "
HN02,graduated_dissent,4,MAJOR-REVISION,False,"Lab B specimens in Washington and New York were not deduplicated, allowing potential inclusion of repeated samples from the same individuals."
HN02,graduated_dissent,5,MAJOR-REVISION,False,"Infection-to-reported-case ratios are calculated by dividing serology-inferred cumulative infections by reported cases on the last day of specimen collection, without adequate adjustment for the tempo"
HN02,graduated_dissent,6,MAJOR-REVISION,False,"Test performance adjustment is potentially unstable in low-prevalence settings where true prevalence (~1%) approaches the assay false-positive rate (specificity 99.3%, 95% CI 98.3%-99.9%)."
HN02,graduated_dissent,7,MAJOR-REVISION,False,"Sensitivity and specificity validation parameters are applied uniformly despite expected variation in antibody kinetics by infection severity, timing since infection, and population characteristics."
HN02,graduated_dissent,8,MAJOR-REVISION,False,The paper's framing as estimating 'seroprevalence in the population' is not justified by the convenience sampling design and should be reframed as estimates for a healthcare-engaged clinical subpopula
HN02,graduated_dissent,9,MAJOR-REVISION,False,Age/sex standardization to county- or state-level populations only partially addresses representativeness when laboratory catchments are urban-skewed and infection was spatially clustered during the e
HN02,graduated_dissent,10,MINOR,False,"Confidence intervals likely reflect only sampling variability and test-performance uncertainty, not the dominant sources of uncertainty from selection bias, lab heterogeneity, geographic assumptions, "
HN02,graduated_dissent,11,MINOR,False,Exclusion or underrepresentation of children in some sites (especially Utah) affects comparability and may cause misinterpretation if estimates are read as all-ages population values.
HN02,graduated_dissent,12,MINOR,False,Use of hypothesis testing (P values) for lab differences in a nonprobability sampling context where the dominant uncertainty is design bias rather than random sampling variability.
HN02,graduated_dissent,13,MAJOR-REVISION,False,"Compounding of individually major flaws—lab heterogeneity, missing geography, lack of deduplication, and convenience sampling—creates a compounded identification problem specifically for the NY and WA"
HN03,graduated_dissent,1,MAJOR-REVISION,False,"Longitudinal cognitive decline was estimated using per-subject linear regression slopes from sparse data (median ~11.5 months follow-up, unclear number of MMSE observations), then dichotomized at arbi"
HN03,graduated_dissent,2,MAJOR-REVISION,False,"The primary baseline association between plasma EPA/DHA and MMSE loses statistical significance in the multivariable model (adjusting only for age and sex), yet the discussion and conclusions present "
HN03,graduated_dissent,3,MAJOR-REVISION,False,"Extensive multiple testing across numerous fatty acid fractions, two biological compartments, and multiple outcomes (baseline group comparison, continuous MMSE, any decline, rapid decline) without any"
HN03,graduated_dissent,4,MAJOR-REVISION,False,"Half the cohort (70/140) lacks erythrocyte membrane fatty acid measurements, with no characterization of the missingness mechanism or comparison of the measured subsample to the full cohort, yet the m"
HN03,graduated_dissent,5,MAJOR-REVISION,False,Inadequate confounder adjustment throughout: baseline multivariable model adjusts only for age and sex; longitudinal analyses appear to have no confounder adjustment at all. Key confounders including 
HN03,graduated_dissent,6,MAJOR-REVISION,False,"Internal inconsistencies in sample accounting for decline analyses: text states 62 patients (44.3%) had cognitive decline, but Table 4 compares only 27 decliners vs. 43 non-decliners, implying undiscl"
HN03,graduated_dissent,7,MAJOR-REVISION,False,"No sample size calculation or power analysis provided. With n=140 overall, n=70 for erythrocyte analyses, and even smaller subgroups for decline comparisons, the study is likely underpowered for stabl"
HN03,graduated_dissent,8,MINOR,False,Heterogeneous study population (memory-clinic cohort with 45% unclassified disorders) with broad biomarker conclusions about neurocognitive disorder severity and prognosis that do not adequately addre
HN03,graduated_dissent,9,MINOR,False,"Arbitrary definition of cognitive decline (≥2 MMSE points/year; ≥4 for rapid decline) without clinical validation, combined with known poor sensitivity of MMSE to change over short intervals."
HN03,graduated_dissent,10,MINOR,False,"Important covariates absent from analysis: education, dietary intake, ApoE/FADS genotype, inflammatory markers, and detailed vascular risk factor data. No effect sizes or confidence intervals reported"
HN03,graduated_dissent,11,MINOR,False,"Incomplete reporting of statistical methods: opaque variable selection process for multivariable model, missing logistic regression results mentioned in methods but not shown in results."
HN03,graduated_dissent,12,MINOR,False,Use of linear regression for bounded MMSE scores without model diagnostics; potential ceiling/floor effects not addressed.
HN04,graduated_dissent,1,MAJOR-REVISION,False,"Meta-analysis pooled synkinesis outcomes from studies measured at 3 months and 6 months, justified by an unsupported assumption that 'no further change was likely between three and six months' in Bell"
HN04,graduated_dissent,2,MAJOR-REVISION,False,"Primary outcome was defined as incomplete recovery at 6 months, but the review systematically incorporated studies with much shorter follow-ups (14-30 days) without adequate separation from the primar"
HN04,graduated_dissent,3,MAJOR-REVISION,False,"Internal reporting inconsistencies: multiple outcomes in data tables shown as '0.0 [0.0, 0.0]' or 'Totals not selected' while the text reports nonzero effect estimates and confidence intervals; partic"
HN04,graduated_dissent,4,MAJOR-REVISION,False,"Some intervention comparisons are clinically confounded by co-interventions (e.g., exercise plus 'conventional therapy' vs. similar background therapy), limiting attribution of effects to the named ph"
HN04,graduated_dissent,5,MAJOR-REVISION,False,"Comparison 1 reports 1 study with 172 participants, which appears to count the same 86-participant study at two time points, potentially misleading about sample size and evidentiary weight."
HN04,graduated_dissent,6,MINOR,False,"Inclusion of quasi-randomized studies (alternation, coin flip/paired allocation) together with randomized trials without sensitivity analyses separating them."
HN04,graduated_dissent,7,MINOR,False,Universal 'low risk' rating for selective reporting bias despite many old/poorly reported trials lacking protocols or trial registrations.
HN04,graduated_dissent,8,MINOR,False,"Narrative conclusions (e.g., 'tailored facial exercises can help improve facial function') overstate the strength of low-quality, heterogeneous evidence."
HN04,graduated_dissent,9,MINOR,False,Classification of some studies as 'moderate quality' despite serious risks of bias and small sample sizes may be optimistic.
HN04,graduated_dissent,10,MINOR,False,"Methods specify random-effects models only when heterogeneity test is significant at P < 0.1, an outdated approach."
